type,latitude,longitude,utm_zone,utm_easting,utm_northing,altitude,(m),name,desc,kml_folder
T,30.634220032,80.460929099,44R,448341.3,3389189.3,4820.4,,,,
T,30.631513396,80.447335707,44R,447037.1,3388895.7,5029.2,,,,
T,30.62884577,80.430367623,44R,445409.5,3388608.2,5277.2,,,,
T,30.626216954,80.41002933,44R,443458.9,3388326.9,5153.0,,,,
T,30.626373286,80.396515373,44R,442163.8,3388351.1,5397.4,,,,
T,30.623702632,80.37957508,44R,440538.6,3388063.9,5634.2,,,,
T,30.621030555,80.362659775,44R,438915.7,3387776.9,5199.2,,,,
T,30.615609479,80.335649507,44R,436323.4,3387191.1,5472.0,,,,
T,30.610040294,80.322092583,44R,435020.3,3386581.7,5523.9,,,,
T,30.607364274,80.305439053,44R,433422.1,3386294.8,5092.7,,,,
T,30.604761683,80.282259571,44R,431198.3,3386020.3,5320.3,,,,
T,30.599290977,80.259041091,44R,428968.6,3385428.5,6000.8,,,,
T,30.593849715,80.23250827,44R,426420.8,3384842.5,5653.4,,,,
T,30.591230835,80.209309691,44R,424194.7,3384567.7,5803.7,,,,
T,30.588538674,80.192726562,44R,422602.6,3384280.6,5680.0,,,,
T,30.585843519,80.176137796,44R,421009.9,3383993.4,5189.6,,,,
T,30.580381771,80.149574155,44R,418458.4,3383407.1,5142.6,,,,
T,30.57211182,80.116277396,44R,415258.5,3382515.2,5594.2,,,,
T,30.566666484,80.086324146,44R,412381.2,3381934.6,5653.5,,,,
T,30.561230899,80.056100529,44R,409477.7,3381356.1,5002.6,,,,
T,30.558582112,80.035674361,44R,407516.2,3381079.1,5118.1,,,,
T,30.55042092,79.994933156,44R,403600.6,3380208.8,5794.2,,,,
T,30.545132106,79.951145346,44R,399395.1,3379660.9,4761.9,,,,
T,30.539787792,79.910991387,44R,395537.7,3379105.2,5601.0,,,,
T,30.537070794,79.888138715,44R,393342.4,3378825.4,5488.8,,,,
T,30.534445946,79.85513723,44R,390173.5,3378566.2,5280.6,,,,
T,30.531719834,79.803500169,44R,385216.5,3378315.5,4540.1,,,,
T,30.528880534,79.780877058,44R,383042.6,3378024.1,3802.5,,,,
T,30.523269389,79.75758123,44R,380800.7,3377426.6,2569.3,,,,
T,30.523376238,79.740932159,44R,379203.3,3377456.2,2524.0,,,,
T,30.52067633,79.720720278,44R,377260.6,3377178.7,2902.0,,,,
T,30.51514467,79.693833101,44R,374673.7,3376595.2,3953.7,,,,
T,30.512365557,79.670627603,44R,372443.3,3376313.2,3949.9,,,,
T,30.512441705,79.654022002,44R,370849.9,3376340.6,3028.5,,,,
T,30.506756265,79.630787534,44R,368612.6,3375737.3,2607.3,,,,
T,30.503961782,79.614088712,44R,367006.3,3375447.1,1949.4,,,,
T,30.501177104,79.59736498,44R,365397.5,3375158.3,2800.5,,,,
T,30.498404596,79.580610494,44R,363785.6,3374871.1,3432.0,,,,
T,30.495669699,79.567115311,44R,362486.5,3374584.4,3451.0,,,,
T,30.492867483,79.547110829,44R,360562.5,3374298.3,2718.2,,,,
T,30.492914132,79.527141642,44R,358645.9,3374328.3,2902.9,,,,
T,30.492931503,79.523800104,44R,358325.2,3374334.4,2795.6,,,,
T,30.498847642,79.493759142,44R,355450.5,3375028.3,1900.8,,,,
T,30.5018274,79.47372434,44R,353532.1,3375384.4,1768.0,,,,
T,30.501995935,79.456954902,44R,351922.9,3375424.9,2449.7,,,,
T,30.505017196,79.440246841,44R,350323.9,3375781.8,3029.1,,,,
T,30.508049069,79.416889677,44R,348087.0,3376149.1,2111.6,,,,
T,30.511033808,79.400224562,44R,346492.3,3376502.5,2122.8,,,,
T,30.514070796,79.370238811,44R,343619.5,3376880.3,2667.7,,,,
T,30.514145362,79.350234899,44R,341699.9,3376916.4,2661.4,,,,
T,30.514205011,79.333562894,44R,340100.1,3376946.6,3185.0,,,,
T,30.51715657,79.306888328,44R,337545.1,3377311.8,3036.6,,,,
T,30.520070449,79.290205779,44R,335949.1,3377659.0,3430.5,,,,
T,30.520097849,79.276837715,44R,334666.3,3377681.5,2769.5,,,,
T,30.523035004,79.243401742,44R,331462.8,3378056.6,3273.1,,,,
T,30.523015508,79.216475963,44R,328878.9,3378095.0,3010.9,,,,
T,30.523031203,79.199684068,44R,327267.6,3378122.3,2530.4,,,,
T,30.523084365,79.179616599,44R,325342.0,3378159.1,2517.0,,,,
T,30.52313427,79.159548338,44R,323416.3,3378195.9,2191.0,,,,
T,30.523188313,79.136134052,44R,321169.5,3378238.8,2392.8,,,,
T,30.523210491,79.126098988,44R,320206.5,3378257.2,2355.6,,,,
T,30.529023483,79.102711532,44R,317973.1,3378939.1,1622.4,,,,
T,30.531943915,79.082653522,44R,316053.8,3379295.4,1438.5,,,,
T,30.53197942,79.062580588,44R,314127.8,3379332.2,1910.8,,,,
T,30.532001098,79.049197814,44R,312843.7,3379356.8,2148.5,,,,
T,30.532031338,79.029123362,44R,310917.5,3379393.6,2486.6,,,,
T,30.534944765,79.005714962,44R,308677.0,3379756.1,2926.6,,,,
T,30.534964846,78.988984815,44R,307071.7,3379786.8,2477.2,,,,
T,30.537861321,78.97561266,44R,305794.3,3380130.9,2565.2,,,,
T,30.537874421,78.962227569,44R,304510.0,3380155.5,2415.7,,,,
T,30.537893726,78.9388027,44R,302262.4,3380198.5,2920.9,,,,
T,30.537905019,78.92206936,44R,300656.7,3380229.2,2588.0,,,,
T,30.53791421,78.905336027,44R,299051.1,3380260.0,2327.9,,,,
T,30.540803706,78.888614006,44R,297452.6,3380610.2,3064.5,,,,
T,30.540807057,78.878573423,44R,296489.2,3380628.7,3155.5,,,,
T,30.543694077,78.855156056,44R,294248.3,3380991.3,3147.7,,,,
T,30.546576691,78.831736925,44R,292007.4,3381353.8,2553.4,,,,
T,30.546573229,78.808305169,44R,289759.1,3381396.9,1740.6,,,,
T,30.549450344,78.791578629,44R,288160.5,3381747.2,2262.0,,,,
T,30.549442958,78.774840045,44R,286554.4,3381778.0,2545.7,,,,
T,30.549429167,78.751405035,44R,284305.9,3381821.1,2045.4,,,,
T,30.549391616,78.73437129,44R,282671.4,3381849.7,2531.2,,,,
T,30.552247875,78.717473733,44R,281056.5,3382199.1,2566.6,,,,
T,30.555108773,78.697338995,44R,279131.2,3382555.5,1983.0,,,,
T,30.555084694,78.680517715,44R,277517.2,3382586.0,1757.1,,,,
T,30.555058369,78.663692929,44R,275902.9,3382616.4,1660.3,,,,
T,30.555011898,78.636765409,44R,273319.2,3382665.2,1702.1,,,,
T,30.554980247,78.61993089,44R,271703.9,3382695.7,2169.1,,,,
T,30.554938809,78.599724653,44R,269765.1,3382732.2,1796.7,,,,
T,30.554911534,78.579777935,44R,267851.2,3382770.1,1752.5,,,,
T,30.554844305,78.556012959,44R,265570.8,3382811.9,2463.9,,,,
T,30.554779839,78.535567802,44R,263608.9,3382847.5,2221.2,,,,
T,30.554729156,78.515398706,44R,261673.6,3382884.4,1948.3,,,,
T,30.554676987,78.495250754,44R,259740.2,3382921.4,1362.2,,,,
T,30.554631233,78.478459647,44R,258129.0,3382952.3,1654.4,,,,
T,30.554573294,78.45830927,44R,256195.4,3382989.3,2094.1,,,,
T,30.554513631,78.435008362,44R,253959.4,3383033.4,2067.4,,,,
T,30.551600628,78.425041357,44R,252995.7,3382732.3,2017.9,,,,
T,30.548652924,78.401829288,44R,250760.8,3382456.6,1587.4,,,,
T,30.5457115,78.394592241,44R,250058.7,3382146.5,1494.8,,,,
T,30.542714228,78.370693921,44R,247757.6,3381867.5,1403.7,,,,
T,30.536841664,78.347095718,44R,245477.6,3381269.4,772.9,,,,
T,30.533874591,78.330132518,44R,243841.8,3380978.9,1180.1,,,,
T,30.530952634,78.323348744,44R,243183.0,3380670.4,1453.3,,,,
T,30.52216454,78.299597768,44R,240880.0,3379750.4,1748.4,,,,
T,30.513402787,78.282632322,44R,239228.0,3378818.0,2076.0,,,,
T,30.507546279,78.269054509,44R,237908.8,3378200.2,1814.9,,,,
T,30.498867855,78.26907385,44R,237887.4,3377237.9,1939.3,,,,
T,30.48150955,78.269112187,44R,237844.5,3375313.1,2085.1,,,,
T,30.469936416,78.269138163,44R,237815.9,3374029.9,2415.4,,,,
T,30.458362419,78.269163541,44R,237787.3,3372746.5,2252.9,,,,
T,30.44388307,78.269125398,44R,237744.9,3371141.2,2339.8,,,,
T,30.429499164,78.279495722,44R,238702.7,3369522.3,2144.8,,,,
T,30.415122021,78.289868335,44R,239661.2,3367904.3,2521.2,,,,
T,30.400717733,78.296783942,44R,240287.5,3366291.3,2218.8,,,,
T,30.389193395,78.303613662,44R,240913.5,3364997.8,2066.2,,,,
T,30.377683135,78.313790554,44R,241861.4,3363698.4,1906.6,,,,
T,30.363299337,78.327343944,44R,243126.7,3362072.8,1610.9,,,,
T,30.351814911,78.344209523,44R,244718.4,3360761.3,1460.1,,,,
T,30.343183468,78.360913895,44R,246302.4,3359766.8,1324.5,,,,
T,30.334473209,78.380647951,44R,248177.7,3358757.1,1427.2,,,,
T,30.331552521,78.400420885,44R,250071.9,3358389.5,1719.8,,,,
T,30.32866963,78.42035177,44R,251981.5,3358026.1,1632.0,,,,
T,30.325775145,78.42699323,44R,252613.0,3357690.6,1380.0,,,,
T,30.325786918,78.450263428,44R,254851.1,3357641.4,1198.1,,,,
T,30.325849216,78.477045158,44R,257427.0,3357590.7,957.9,,,,
T,30.325996437,78.507440296,44R,260350.7,3357542.4,1312.5,,,,
T,30.326011546,78.534112449,44R,262915.9,3357488.0,1341.1,,,,
T,30.326053513,78.547560377,44R,264209.4,3357464.6,1292.5,,,,
T,30.32905297,78.571190424,44R,266489.1,3357748.2,1749.4,,,,
T,30.332040007,78.601461278,44R,269407.2,3358017.4,2145.5,,,,
T,30.337865848,78.621576533,44R,271355.2,3358622.5,1532.1,,,,
T,30.343715939,78.641773911,44R,273310.9,3359230.5,1390.8,,,,
T,30.346688715,78.658688217,44R,274944.0,3359526.3,2165.4,,,,
T,30.349657678,78.675596438,44R,276576.5,3359822.0,1948.4,,,,
T,30.352623306,78.692498138,44R,278208.3,3360117.5,1282.3,,,,
T,30.355608517,78.716137326,44R,280487.7,3360402.4,1681.9,,,,
T,30.358555235,78.729653396,44R,281793.6,3360703.0,1831.0,,,,
T,30.361499546,78.743165286,44R,283099.1,3361003.4,2144.7,,,,
T,30.367599865,78.764068996,44R,285122.0,3361639.8,1654.3,,,,
T,30.370503835,78.78415696,44R,287059.3,3361923.8,1439.6,,,,
T,30.373402971,78.800898813,44R,288674.8,3362213.8,1625.1,,,,
T,30.376300838,78.820985822,44R,290611.7,3362497.8,1911.5,,,,
T,30.376305251,78.837714892,44R,292219.6,3362467.4,2241.2,,,,
T,30.379196743,78.851109576,44R,293513.2,3362763.4,1863.0,,,,
T,30.382086608,78.864505048,44R,294806.7,3363059.4,1549.6,,,,
T,30.384974433,78.881244783,44R,296421.5,3363349.3,1322.8,,,,
T,30.387860329,78.897984952,44R,298036.2,3363639.3,1711.7,,,,
T,30.387854562,78.914711532,44R,299643.7,3363608.9,1429.2,,,,
T,30.387842925,78.938127757,44R,301894.0,3363566.4,1247.1,,,,
T,30.387829873,78.958198641,44R,303822.8,3363530.0,1649.7,,,,
T,30.387816558,78.974923232,44R,305430.0,3363499.6,1356.4,,,,
T,30.387801013,78.991647328,44R,307037.2,3363469.3,1290.5,,,,
T,30.387783503,79.008370658,44R,308644.2,3363439.0,895.9,,,,
T,30.387759527,79.028438305,44R,310572.6,3363402.6,973.9,,,,
T,30.387737509,79.045160352,44R,312179.6,3363372.2,1354.2,,,,
T,30.387707938,79.065225977,44R,314107.8,3363335.8,1526.2,,,,
T,30.387675254,79.085290832,44R,316035.9,3363299.4,1931.2,,,,
T,30.387639689,79.10535489,44R,317963.9,3363263.1,2133.7,,,,
T,30.387607627,79.122074138,44R,319570.5,3363232.8,2211.6,,,,
T,30.387559219,79.145480178,44R,321819.6,3363190.3,1939.8,,,,
T,30.387529776,79.158854561,44R,323104.8,3363166.1,2264.3,,,,
T,30.387498717,79.172228202,44R,324389.9,3363141.8,2177.8,,,,
T,30.387466304,79.185601569,44R,325674.9,3363117.6,1806.8,,,,
T,30.387406822,79.209004411,44R,327923.7,3363075.2,1395.7,,,,
T,30.387361598,79.225719948,44R,329529.9,3363044.9,1710.2,,,,
T,30.387313985,79.242434724,44R,331136.0,3363014.5,1722.3,,,,
T,30.378600704,79.25910194,44R,332722.7,3362024.0,1670.4,,,,
T,30.369905205,79.269083069,44R,333667.2,3361045.5,1433.6,,,,
T,30.367016739,79.269067179,44R,333660.8,3360725.4,1623.0,,,,
T,30.37274118,79.285811182,44R,335279.7,3361335.4,1556.4,,,,
T,30.375574438,79.302538754,44R,336892.0,3361625.2,1158.0,,,,
T,30.378394144,79.322608344,44R,338825.4,3361909.0,1092.5,,,,
T,30.378364211,79.335979989,44R,340110.4,3361886.7,1302.4,,,,
T,30.384100166,79.35272648,44R,341728.9,3362499.0,1872.8,,,,
T,30.38686704,79.376129659,44R,343982.2,3362773.2,1968.8,,,,
T,30.38965253,79.399538237,44R,346235.9,3363049.9,1601.9,,,,
T,30.392441665,79.422946384,44R,348489.5,3363327.5,1597.2,,,,
T,30.39522625,79.446353486,44R,350742.7,3363605.0,2359.0,,,,
T,30.395166072,79.459718705,44R,352026.8,3363580.8,2297.9,,,,
T,30.395104549,79.473083384,44R,353310.8,3363556.6,2954.9,,,,
T,30.394993477,79.496470987,44R,355557.7,3363514.2,2606.5,,,,
T,30.394944363,79.506493477,44R,356520.6,3363496.0,2774.1,,,,
T,30.394858643,79.533186959,44R,359085.1,3363453.0,2290.3,,,,
T,30.394875561,79.546484263,44R,360362.7,3363438.4,2850.7,,,,
T,30.394890829,79.559770666,44R,361639.3,3363423.7,2670.6,,,,
T,30.397833189,79.579660986,44R,363554.4,3363725.7,3474.7,,,,
T,30.397798959,79.596272063,44R,365150.3,3363702.0,3301.5,,,,
T,30.400664502,79.622801994,44R,367703.0,3363988.3,3107.2,,,,
T,30.400822541,79.649050017,44R,370224.9,3363975.4,3252.6,,,,
T,30.403574255,79.678907897,44R,373096.9,3364246.5,4979.0,,,,
T,30.403535988,79.692136531,44R,374367.7,3364227.5,4758.3,,,,
T,30.403446171,79.718592189,44R,376909.1,3364188.5,3899.4,,,,
T,30.403343066,79.741754032,44R,379134.1,3364152.1,4135.0,,,,
T,30.403266919,79.75829009,44R,380722.5,3364126.1,5153.3,,,,
T,30.403188971,79.774819535,44R,382310.4,3364100.2,5038.3,,,,
T,30.40306689,79.794698685,44R,384219.9,3364066.2,5353.0,,,,
T,30.402923704,79.808065155,44R,385503.8,3364036.7,4853.6,,,,
T,30.402798906,79.821405531,44R,386785.2,3364009.4,4369.4,,,,
T,30.402550721,79.848074482,44R,389346.9,3363955.6,4798.0,,,,
T,30.402328984,79.871419071,44R,391589.3,3363908.4,4918.4,,,,
T,30.402135507,79.891435878,44R,393512.0,3363868.0,4770.7,,,,
T,30.401939102,79.911459168,44R,395435.3,3363827.5,4198.9,,,,
T,30.401739335,79.931488794,44R,397359.3,3363787.1,5433.9,,,,
T,30.401672111,79.938166722,44R,398000.7,3363773.6,5664.0,,,,
T,30.404401373,79.951559928,44R,399290.1,3364064.1,5784.7,,,,
T,30.404574183,79.96404144,44R,400489.3,3364072.2,5654.2,,,,
T,30.407123742,79.98765237,44R,402759.9,3364334.2,4697.5,,,,
T,30.409922686,80.010498023,44R,404957.2,3364625.0,5185.3,,,,
T,30.412692501,80.030149276,44R,406847.4,3364915.6,6052.2,,,,
T,30.412597537,80.046545338,44R,408422.2,3364891.7,5584.8,,,,
T,30.415081132,80.060746186,44R,409788.5,3365155.5,5380.1,,,,
T,30.417601264,80.081279182,44R,411763.0,3365418.6,4920.6,,,,
T,30.420182944,80.09841371,44R,413411.0,3365691.5,4365.2,,,,
T,30.422948079,80.105256012,44R,414070.6,3365992.7,4325.3,,,,
T,30.42824056,80.132719011,44R,416712.7,3366558.7,3968.9,,,,
T,30.430948635,80.143027046,44R,417704.9,3366851.3,3674.1,,,,
T,30.430653025,80.166615772,44R,419970.0,3366801.6,3918.8,,,,
T,30.433463853,80.182837222,44R,421530.0,3367101.7,4670.0,,,,
T,30.436289508,80.198955161,44R,423080.0,3367403.8,5020.0,,,,
T,30.439111149,80.215026107,44R,424625.5,3367705.6,5118.2,,,,
T,30.444785434,80.234295047,44R,426480.0,3368321.8,4607.3,,,,
T,30.447578966,80.253512293,44R,428327.3,3368619.0,5777.3,,,,
T,30.45026844,80.273220541,44R,430221.5,3368904.7,5379.8,,,,
T,30.452881676,80.29645189,44R,432453.8,3369180.2,4918.0,,,,
T,30.452659594,80.313269587,44R,434068.3,3369145.7,5406.8,,,,
T,30.45528717,80.330201341,44R,435695.7,3369427.1,5481.7,,,,
T,30.457913937,80.347144421,44R,437324.0,3369708.7,4826.3,,,,
T,30.460588311,80.360715072,44R,438628.5,3369997.6,4458.8,,,,
T,30.463214613,80.377671793,44R,440258.0,3370279.6,4661.2,,,,
T,30.468670743,80.398005039,44R,442213.2,3370873.7,5273.4,,,,
T,30.468392344,80.418217282,44R,444153.3,3370832.6,5167.8,,,,
T,30.471036018,80.435058031,44R,445771.4,3371117.4,4702.0,,,,
T,30.47080901,80.451865323,44R,447384.6,3371084.3,4853.6,,,,
T,30.473403571,80.472081,44R,449326.5,3371362.6,4861.2,,,,
T,30.473218682,80.485535769,44R,450617.9,3371336.1,5050.4,,,,
T,30.478727163,80.502440747,44R,452243.3,3371939.3,5427.1,,,,
T,30.47851608,80.519072899,44R,453839.6,3371909.0,5616.5,,,,
T,30.478353728,80.532303359,44R,455109.4,3371885.7,5723.5,,,,
T,30.478107891,80.552144948,44R,457013.8,3371850.7,5508.7,,,,
T,30.477900699,80.568676083,44R,458600.4,3371821.6,5221.5,,,,
T,30.47769143,80.585203715,44R,460186.7,3371792.5,5493.2,,,,
T,30.474695606,80.595076784,44R,461133.1,3371457.0,5372.3,,,,
T,30.468702498,80.614817782,44R,463025.7,3370786.3,5344.8,,,,
T,30.462793338,80.627946029,44R,464283.8,3370127.2,5505.4,,,,
T,30.454057638,80.637726095,44R,465219.6,3369156.1,5538.4,,,,
T,30.445321707,80.64750327,44R,466155.2,3368185.0,5771.0,,,,
T,30.436586731,80.657277973,44R,467090.8,3367214.2,5584.1,,,,
T,30.425023696,80.663706846,44R,467704.3,3365930.9,5074.8,,,,
T,30.410677855,80.663489599,44R,467678.7,3364341.3,5479.8,,,,
T,30.399136806,80.663693749,44R,467694.5,3363062.3,5526.7,,,,
T,30.387636948,80.663621208,44R,467683.8,3361787.9,5208.7,,,,
T,30.381952917,80.657078056,44R,467053.3,3361159.9,4767.1,,,,
T,30.373484969,80.640762036,44R,465482.7,3360226.4,4684.9,,,,
T,30.367824781,80.630962888,44R,464539.1,3359602.2,5015.2,,,,
T,30.362280743,80.608148891,44R,462344.8,3358995.2,5490.9,,,,
T,30.356759669,80.585171586,44R,460134.5,3358391.2,5187.0,,,,
T,30.351166102,80.568729696,44R,458552.0,3357777.3,4143.6,,,,
T,30.348616975,80.545283074,44R,456297.5,3357503.6,4564.5,,,,
T,30.345924514,80.531875952,44R,455007.7,3357210.5,4943.1,,,,
T,30.346215494,80.511754243,44R,453073.9,3357250.9,4977.6,,,,
T,30.34672163,80.49384915,44R,451353.2,3357314.5,4603.9,,,,
T,30.346740968,80.478057656,44R,449835.5,3357323.5,3788.5,,,,
T,30.347097593,80.463967333,44R,448481.4,3357369.4,3865.4,,,,
T,30.347660026,80.433240708,44R,445528.5,3357446.0,4547.9,,,,
T,30.345049603,80.410022256,44R,443295.4,3357168.1,5782.2,,,,
T,30.345208198,80.396740123,44R,442018.9,3357192.4,5015.1,,,,
T,30.345442026,80.383159266,44R,440713.7,3357225.4,4977.8,,,,
T,30.342705554,80.369909125,44R,439438.5,3356929.1,5057.9,,,,
T,30.340015313,80.35011746,44R,437534.4,3356641.7,4927.9,,,,
T,30.340178845,80.333595663,44R,435946.5,3356669.1,4062.5,,,,
T,30.337449793,80.317097089,44R,434358.8,3356376.1,4000.5,,,,
T,30.334760294,80.297239545,44R,432448.2,3356089.7,4672.7,,,,
T,30.332115186,80.280438829,44R,430831.3,3355806.7,4722.0,,,,
T,30.329469228,80.263644266,44R,429215.0,3355523.8,4249.0,,,,
T,30.326771309,80.250221907,44R,427922.7,3355233.3,4119.4,,,,
T,30.327001871,80.230246478,44R,426002.6,3355271.7,3803.2,,,,
T,30.327288008,80.203642447,44R,423445.2,3355321.1,3520.3,,,,
T,30.324562826,80.187065532,44R,421849.5,3355030.4,4273.6,,,,
T,30.318903584,80.164151238,44R,419641.9,3354419.2,3942.8,,,,
T,30.31918322,80.147233805,44R,418015.7,3354462.3,4294.8,,,,
T,30.314019175,80.119774217,44R,415371.2,3353910.2,5209.0,,,,
T,30.311329366,80.106339945,44R,414077.1,3353622.2,5283.9,,,,
T,30.308687894,80.08955277,44R,412460.7,3353342.3,6051.4,,,,
T,30.306045348,80.0727741,44R,410845.0,3353062.5,5190.2,,,,
T,30.303447235,80.052654927,44R,408908.0,3352790.5,4887.2,,,,
T,30.300896259,80.029190046,44R,406649.2,3352526.9,5462.4,,,,
T,30.298297507,80.012344043,44R,405026.7,3352252.9,5096.7,,,,
T,30.298560406,79.995543927,44R,403411.4,3352296.2,5450.4,,,,
T,30.295959732,79.978724245,44R,401791.3,3352022.4,5875.2,,,,
T,30.293286607,79.965308251,44R,400498.4,3351737.8,6087.7,,,,
T,30.290586497,79.948684686,44R,398897.0,3351453.3,6077.7,,,,
T,30.287873495,79.932082002,44R,397297.4,3351167.5,5168.4,,,,
T,30.287554404,79.90971821,44R,395146.2,3351152.6,5463.5,,,,
T,30.28488002,79.88976074,44R,393223.8,3350874.8,5398.3,,,,
T,30.282177188,79.873106998,44R,391619.1,3350591.0,6122.4,,,,
T,30.279346522,79.856635373,44R,390031.7,3350293.2,6173.4,,,,
T,30.276540516,79.826979686,44R,387176.0,3350011.3,5260.0,,,,
T,30.273699644,79.810482917,44R,385585.9,3349712.9,5428.3,,,,
T,30.271206881,79.793541676,44R,383953.3,3349453.8,4669.5,,,,
T,30.268543708,79.776845049,44R,382344.0,3349175.9,5555.7,,,,
T,30.268529204,79.753827006,44R,380129.7,3349198.3,4733.2,,,,
T,30.268472638,79.737414643,44R,378550.8,3349209.5,4473.6,,,,
T,30.265524322,79.707773907,44R,375695.7,3348914.8,3918.6,,,,
T,30.262688663,79.687899409,44R,373780.1,3348622.4,3459.2,,,,
T,30.259847979,79.668014602,44R,371863.4,3348329.8,2865.3,,,,
T,30.257001203,79.641502396,44R,369308.9,3348044.5,2757.3,,,,
T,30.254003229,79.625001614,44R,367717.3,3347731.3,2997.3,,,,
T,30.253915199,79.611795787,44R,366446.6,3347737.0,2816.5,,,,
T,30.253803623,79.595270671,44R,364856.5,3347744.2,2544.5,,,,
T,30.253698406,79.578722504,44R,363264.1,3347752.3,2173.3,,,,
T,30.250811502,79.565409601,44R,361979.2,3347448.4,2323.1,,,,
T,30.24789155,79.538795545,44R,359414.2,3347157.4,2994.6,,,,
T,30.247852477,79.522165098,44R,357813.9,3347173.8,3156.9,,,,
T,30.247802369,79.502193015,44R,355892.1,3347193.4,2323.6,,,,
T,30.24776725,79.488868742,44R,354609.9,3347206.4,2133.2,,,,
T,30.247749287,79.482203658,44R,353968.6,3347213.0,2395.7,,,,
T,30.247735958,79.468861133,44R,352684.7,3347228.7,2261.3,,,,
T,30.247939199,79.438794202,44R,349791.8,3347290.6,1780.2,,,,
T,30.247980227,79.422099081,44R,348185.4,3347317.3,1959.1,,,,
T,30.248019601,79.405400717,44R,346578.6,3347344.1,1569.8,,,,
T,30.248057999,79.392039169,44R,345293.0,3347366.5,1910.0,,,,
T,30.248159194,79.365314983,44R,342721.6,3347414.3,2295.9,,,,
T,30.248207541,79.351952352,44R,341435.8,3347438.3,2007.1,,,,
T,30.248277628,79.331907199,44R,339507.0,3347474.1,2130.5,,,,
T,30.248333853,79.315202562,44R,337899.7,3347504.1,1823.4,,,,
T,30.24549417,79.298481469,44R,336286.0,3347213.3,2225.4,,,,
T,30.242662502,79.278418289,44R,334350.5,3346928.5,1277.4,,,,
T,30.242711385,79.261711988,44R,332742.9,3346958.4,1260.2,,,,
T,30.242786048,79.234980131,44R,330170.5,3347006.3,1082.8,,,,
T,30.239909579,79.228281259,44R,329520.9,3346697.5,1388.6,,,,
T,30.239944033,79.214914915,44R,328234.6,3346721.4,1383.0,,,,
T,30.237082942,79.20153241,44R,326941.6,3346424.6,1708.2,,,,
T,30.234235386,79.181466727,44R,325005.4,3346139.7,1914.2,,,,
T,30.234325015,79.164789095,44R,323400.5,3346175.4,1922.6,,,,
T,30.234416057,79.148118127,44R,321796.1,3346211.5,1985.9,,,,
T,30.234505114,79.131451763,44R,320192.2,3346247.6,1994.6,,,,
T,30.23459146,79.114789893,44R,318588.8,3346283.6,1691.4,,,,
T,30.234608361,79.088044085,44R,316014.6,3346328.5,2213.9,,,,
T,30.23456941,79.077975074,44R,315045.4,3346340.5,2330.5,,,,
T,30.231634541,79.064542205,44R,313747.0,3346037.1,2350.6,,,,
T,30.23157958,79.051107258,44R,312453.8,3346053.1,1932.4,,,,
T,30.228692171,79.037714055,44R,311159.2,3345755.2,2603.0,,,,
T,30.22582515,79.01095611,44R,308578.1,3345482.1,1824.3,,,,
T,30.225842936,78.990897238,44R,306647.3,3345518.0,1745.6,,,,
T,30.225853104,78.977524075,44R,305360.0,3345541.9,1951.5,,,,
T,30.220077782,78.950750458,44R,302771.3,3344947.9,1411.0,,,,
T,30.217189015,78.934019882,44R,301154.9,3344656.8,889.5,,,,
T,30.214299246,78.910601608,44R,298894.6,3344377.6,1314.4,,,,
T,30.211405,78.893870679,44R,297277.9,3344086.5,1129.9,,,,
T,30.211405215,78.880495702,44R,295990.2,3344110.4,1414.8,,,,
T,30.211403863,78.867119512,44R,294702.4,3344134.3,1063.4,,,,
T,30.211401392,78.853743565,44R,293414.7,3344158.3,1272.8,,,,
T,30.211393251,78.830334491,44R,291160.9,3344200.1,1023.4,,,,
T,30.211381321,78.806924198,44R,288907.0,3344242.0,999.2,,,,
T,30.211370276,78.790202359,44R,287297.0,3344271.9,905.2,,,,
T,30.208454304,78.766778825,44R,285035.5,3343992.7,716.4,,,,
T,30.208437997,78.750054821,44R,283425.2,3344022.6,701.8,,,,
T,30.207515996,78.731836351,44R,281669.1,3343955.2,882.6,,,,
T,30.207464967,78.715022364,44R,280050.0,3343981.9,912.3,,,,
T,30.207468443,78.704992938,44R,279084.4,3344001.7,1097.3,,,,
T,30.207473771,78.681594104,44R,276831.4,3344048.0,672.8,,,,
T,30.207474828,78.658198759,44R,274578.8,3344094.2,666.9,,,,
T,30.210376655,78.638160928,44R,272656.1,3344455.8,837.6,,,,
T,30.210369652,78.614771999,44R,270404.1,3344502.0,943.3,,,,
T,30.213264098,78.594739548,44R,268482.0,3344863.4,1361.1,,,,
T,30.213256162,78.581377786,44R,267195.5,3344889.8,1610.3,,,,
T,30.219033545,78.564664728,44R,265600.0,3345564.6,619.0,,,,
T,30.21897571,78.544537533,44R,263662.0,3345599.9,1219.0,,,,
T,30.218902831,78.521049943,44R,261400.5,3345640.8,1453.0,,,,
T,30.221739396,78.500925663,44R,259469.8,3345997.7,1218.2,,,,
T,30.22168242,78.484145705,44R,257854.1,3346027.0,1416.6,,,,
T,30.221634918,78.470721025,44R,256561.5,3346050.4,1728.1,,,,
T,30.221548881,78.447226013,44R,254299.2,3346091.4,2041.7,,,,
T,30.221471658,78.4270856,44R,252359.9,3346126.5,2020.2,,,,
T,30.218502053,78.410291478,44R,250735.4,3345834.0,1766.4,,,,
T,30.218418773,78.393469349,44R,249115.5,3345861.7,1235.5,,,,
