type,latitude,longitude,utm_zone,utm_easting,utm_northing,altitude,(m),name,desc,kml_folder
T,30.215371344,78.373163712,44R,247152.5,3345568.8,772.8,,,,
T,30.212393618,78.36300371,44R,246166.6,3345261.3,912.5,,,,
T,30.206458675,78.346063475,44R,244520.0,3344641.2,1002.8,,,,
T,30.203451084,78.332513079,44R,243207.3,3344338.3,1610.1,,,,
T,30.19460185,78.315555501,44R,241551.1,3343395.6,1225.1,,,,
T,30.194495406,78.302006614,44R,240245.9,3343414.6,1092.5,,,,
T,30.185691881,78.291817361,44R,239241.4,3342461.8,789.0,,,,
T,30.174004333,78.285007036,44R,238554.5,3341181.6,761.8,,,,
T,30.162347469,78.281599983,44R,238195.4,3339897.0,924.0,,,,
T,30.150715745,78.281579906,44R,238162.7,3338607.4,880.9,,,,
T,30.136173773,78.281554802,44R,238121.9,3336995.2,503.2,,,,
T,30.12162887,78.281529818,44R,238081.0,3335382.6,381.2,,,,
T,30.110047529,78.288277459,44R,238700.9,3334083.1,373.5,,,,
T,30.095583586,78.298401705,44R,239638.9,3332456.3,336.1,,,,
T,30.08109014,78.305141036,44R,240250.7,3330834.0,459.0,,,,
T,30.072473084,78.318652868,44R,241531.1,3329848.0,570.0,,,,
T,30.060917301,78.328774491,44R,242477.2,3328544.0,821.7,,,,
T,30.058092417,78.338911519,44R,243447.5,3328208.0,1010.0,,,,
T,30.055298195,78.352431467,44R,244744.2,3327867.9,887.5,,,,
T,30.046773772,78.376083874,44R,247003.7,3326870.2,1290.9,,,,
T,30.041196515,78.403128201,44R,249598.2,3326192.3,708.0,,,,
T,30.038498047,78.426788139,44R,251873.6,3325841.6,654.1,,,,
T,30.03566567,78.440229779,44R,253163.1,3325498.5,649.6,,,,
T,30.032819544,78.450318481,44R,254129.3,3325161.2,798.8,,,,
T,30.030020909,78.473808997,44R,256388.4,3324800.7,1054.0,,,,
T,30.027172966,78.483893771,44R,257354.3,3324463.5,1204.8,,,,
T,30.027229382,78.500646145,44R,258970.5,3324434.4,1125.9,,,,
T,30.024401124,78.517428361,44R,260582.6,3324085.6,1513.2,,,,
T,30.024443012,78.530828499,44R,261875.4,3324062.2,1260.1,,,,
T,30.024523003,78.557627227,44R,264460.9,3324015.6,1524.9,,,,
T,30.024604469,78.57776017,44R,266403.2,3323983.4,1126.2,,,,
T,30.024802136,78.598052142,44R,268361.2,3323964.0,1068.9,,,,
T,30.025028481,78.621712107,44R,270644.1,3323941.5,644.0,,,,
T,30.02534418,78.655486114,44R,273902.8,3323909.2,665.7,,,,
T,30.028377203,78.672339081,44R,275535.3,3324212.3,924.6,,,,
T,30.031555785,78.706048162,44R,278794.0,3324499.0,1589.1,,,,
T,30.034579013,78.722882698,44R,280424.4,3324801.7,1358.4,,,,
T,30.034563517,78.739548799,44R,282031.9,3324768.1,1847.9,,,,
T,30.03745897,78.752900842,44R,283326.0,3325063.7,1461.7,,,,
T,30.040509828,78.776439203,44R,285602.8,3325357.5,1480.5,,,,
T,30.04062591,78.796589525,44R,287546.5,3325332.8,1196.9,,,,
T,30.043648111,78.81675164,44R,289497.4,3325630.5,1464.2,,,,
T,30.043775539,78.840241531,44R,291763.0,3325601.6,1064.7,,,,
T,30.043933205,78.870427185,44R,294674.4,3325564.5,1339.0,,,,
T,30.044017962,78.887189595,44R,296291.1,3325543.9,1204.1,,,,
T,30.044116542,78.907297201,44R,298230.5,3325519.2,1661.2,,,,
T,30.044229631,78.927411608,44R,300170.5,3325496.4,2181.3,,,,
T,30.044282374,78.950806758,44R,302426.7,3325461.6,1835.6,,,,
T,30.044363119,78.977557263,44R,305006.6,3325424.7,2072.3,,,,
T,30.041515385,78.997594298,44R,306933.3,3325075.0,2596.5,,,,
T,30.041570107,79.017644744,44R,308867.0,3325047.4,2134.8,,,,
T,30.041621551,79.03768942,44R,310800.1,3325019.8,2076.4,,,,
T,30.041677899,79.061067612,44R,313054.7,3324987.6,2212.4,,,,
T,30.041736877,79.087775912,44R,315630.4,3324950.8,2038.5,,,,
T,30.041768586,79.107796161,44R,317561.1,3324922.2,2206.6,,,,
T,30.038876825,79.127784093,44R,319483.4,3324570.0,1973.8,,,,
T,30.038806175,79.157752268,44R,322373.3,3324515.2,2387.4,,,,
T,30.035901024,79.164399583,44R,323009.1,3324182.9,2532.8,,,,
T,30.032947728,79.181027585,44R,324607.5,3323830.0,2647.6,,,,
T,30.02990453,79.20095958,44R,326524.4,3323462.3,2441.7,,,,
T,30.026811781,79.220883982,44R,328440.7,3323089.5,2217.2,,,,
T,30.023838296,79.237516962,44R,330039.7,3322735.1,2264.6,,,,
T,30.023787731,79.244171642,44R,330681.5,3322719.6,2177.7,,,,
T,30.032209272,79.260825352,44R,332301.9,3323628.5,1791.2,,,,
T,30.040582183,79.28415439,44R,334565.6,3324522.5,1452.9,,,,
T,30.043275146,79.307489751,44R,336820.3,3324787.5,2251.5,,,,
T,30.051840361,79.330877338,44R,339089.3,3325703.7,2668.1,,,,
T,30.057523816,79.354254729,44R,341352.4,3326300.9,2473.5,,,,
T,30.063213777,79.380970335,44R,343937.0,3326894.8,2311.3,,,,
T,30.06892745,79.401015835,44R,345878.3,3327500.8,2347.5,,,,
T,30.077503466,79.427749659,44R,348468.5,3328415.6,1428.4,,,,
T,30.086123982,79.46447857,44R,352021.7,3329322.8,1148.6,,,,
T,30.094902985,79.507818151,44R,356211.5,3330240.5,1488.9,,,,
T,30.097745113,79.53780238,44R,359105.2,3330518.1,2168.9,,,,
T,30.100596294,79.561117877,44R,361356.0,3330805.5,2448.8,,,,
T,30.103395916,79.601061001,44R,365209.0,3331068.0,1708.4,,,,
T,30.106198467,79.631014441,44R,368099.0,3331343.6,2129.2,,,,
T,30.105959654,79.654374476,44R,370349.7,3331290.4,1937.6,,,,
T,30.105846752,79.687622907,44R,373553.3,3331240.6,2474.3,,,,
T,30.108652905,79.714224724,44R,376120.1,3331522.4,3092.7,,,,
T,30.111499614,79.727531252,44R,377405.7,3331823.5,2551.7,,,,
T,30.111688736,79.750582976,44R,379627.0,3331820.0,2916.7,,,,
T,30.111180112,79.78737338,44R,383171.2,3331725.4,3004.5,,,,
T,30.113707826,79.807542582,44R,385117.4,3331985.1,2044.6,,,,
T,30.113460273,79.824299117,44R,386731.6,3331940.9,2693.5,,,,
T,30.113167159,79.844412369,44R,388669.1,3331888.6,2111.2,,,,
T,30.11302113,79.864392084,44R,390594.0,3331853.1,2915.5,,,,
T,30.112871916,79.884370961,44R,392518.7,3331817.6,2163.1,,,,
T,30.1097458,79.907716753,44R,394764.7,3331449.4,2663.6,,,,
T,30.109526975,79.92446172,44R,396377.9,3331409.9,2000.1,,,,
T,30.10912773,79.95461604,44R,399282.8,3331338.6,2807.1,,,,
T,30.109064953,79.971185418,44R,400879.2,3331317.2,2751.3,,,,
T,30.109122645,79.990908809,44R,402779.6,3331306.6,2148.7,,,,
T,30.10919014,80.004006084,44R,404041.6,3331303.0,2569.8,,,,
T,30.112189194,80.017060821,44R,405302.3,3331624.5,2997.4,,,,
T,30.112144844,80.033564667,44R,406892.3,3331606.0,3325.6,,,,
T,30.115016425,80.050043697,44R,408482.7,3331910.9,3059.6,,,,
T,30.114717367,80.066874263,44R,410103.9,3331864.4,2513.0,,,,
T,30.117403812,80.080312853,44R,411401.0,3332151.6,2386.7,,,,
T,30.120024258,80.097131997,44R,413023.6,3332429.0,2745.8,,,,
T,30.119749841,80.120504824,44R,415275.1,3332381.1,2941.5,,,,
T,30.119726088,80.133659158,44R,416542.3,3332368.7,3676.8,,,,
T,30.122625312,80.146774791,44R,417808.2,3332680.5,3875.9,,,,
T,30.128092311,80.170225143,44R,420071.7,3333269.7,2925.0,,,,
T,30.12739005,80.197562106,44R,422704.5,3333173.0,2756.9,,,,
T,30.129876653,80.21463411,44R,424350.9,3333437.1,2135.8,,,,
T,30.132132054,80.238669928,44R,426667.9,3333671.4,1861.2,,,,
T,30.134520626,80.259237047,44R,428650.7,3333923.0,2196.4,,,,
T,30.140289027,80.27894706,44R,430553.2,3334550.1,2992.0,,,,
T,30.143607088,80.300991942,44R,432678.7,3334904.6,3989.3,,,,
T,30.146744533,80.313550944,44R,433890.4,3335244.9,3701.5,,,,
T,30.149790189,80.339254264,44R,436367.8,3335567.8,2659.9,,,,
T,30.149633688,80.365532147,44R,438898.4,3335536.1,3908.2,,,,
T,30.149472261,80.391792162,44R,441427.3,3335504.4,3309.4,,,,
T,30.149368658,80.408195806,44R,443007.0,3335484.6,3994.3,,,,
T,30.149291954,80.427748642,44R,444890.0,3335466.5,4634.5,,,,
T,30.149302715,80.434182382,44R,445509.6,3335464.6,4943.1,,,,
T,30.149334087,80.453468434,44R,447367.0,3335459.0,4975.8,,,,
T,30.149366914,80.475939284,44R,449531.1,3335452.5,5734.0,,,,
T,30.147057404,80.503960402,44R,452228.5,3335184.5,4699.4,,,,
T,30.147707564,80.521748642,44R,453942.0,3335249.3,4746.9,,,,
T,30.148161575,80.533505617,44R,455074.4,3335294.9,4919.1,,,,
T,30.147295536,80.554932457,44R,457137.6,3335190.7,4166.0,,,,
T,30.146418966,80.576427251,44R,459207.3,3335085.7,3833.7,,,,
T,30.14279659,80.591131512,44R,460622.0,3334679.1,3490.9,,,,
T,30.139163602,80.605870518,44R,462040.1,3334271.5,2413.7,,,,
T,30.13617967,80.622167504,44R,463608.7,3333935.6,3572.6,,,,
T,30.133508142,80.631215141,44R,464479.1,3333636.7,3065.6,,,,
T,30.130976897,80.646312985,44R,465932.5,3333351.6,3475.6,,,,
T,30.125513464,80.658276444,44R,467083.0,3332742.7,4373.6,,,,
T,30.119721415,80.674284927,44R,468623.2,3332096.3,4938.6,,,,
T,30.113821489,80.687373423,44R,469882.3,3331439.0,4286.0,,,,
T,30.102004274,80.697577878,44R,470861.9,3330126.9,4453.0,,,,
T,30.096097948,80.707471576,44R,471813.5,3329469.9,4662.0,,,,
T,30.08101767,80.715341633,44R,472567.6,3327797.0,4655.8,,,,
T,30.068945573,80.719687321,44R,472983.1,3326458.2,3480.3,,,,
T,30.056902194,80.720699994,44R,473077.5,3325123.5,3465.3,,,,
T,30.04181575,80.72196816,44R,473195.7,3323451.4,3177.6,,,,
T,30.033055812,80.712349302,44R,472265.9,3322483.1,2428.4,,,,
T,30.024600841,80.698798139,44R,470956.9,3321549.5,2582.1,,,,
T,30.022059132,80.685058491,44R,469631.3,3321271.4,2917.6,,,,
T,30.016447056,80.674894111,44R,468649.4,3320652.3,2776.5,,,,
T,30.016485228,80.655398457,44R,466769.4,3320662.0,3155.3,,,,
T,30.016525558,80.639117907,44R,465199.4,3320671.3,2629.0,,,,
T,30.013759669,80.622603766,44R,463605.9,3320370.0,3074.4,,,,
T,30.011097433,80.605862192,44R,461990.4,3320080.4,3204.8,,,,
T,30.008289211,80.599151095,44R,461342.1,3319771.5,3037.7,,,,
T,30.008480184,80.585778849,44R,460052.6,3319797.2,2755.9,,,,
T,30.008669555,80.572406891,44R,458763.0,3319823.0,1940.0,,,,
T,30.009316283,80.545132347,44R,456132.9,3319904.8,2797.3,,,,
T,30.00998276,80.527609641,44R,454443.3,3319985.5,3108.7,,,,
T,30.010298087,80.510752695,44R,452817.8,3320027.2,3621.2,,,,
T,30.011332198,80.482853166,44R,450127.7,3320153.6,3958.1,,,,
T,30.011471242,80.466332384,44R,448534.5,3320176.3,4238.3,,,,
T,30.008763367,80.449692273,44R,446928.3,3319883.9,4001.8,,,,
T,30.008870156,80.43646433,44R,445652.7,3319901.9,3643.0,,,,
T,30.008978769,80.423237376,44R,444377.1,3319920.3,3071.2,,,,
T,30.009112927,80.406700213,44R,442782.3,3319943.3,3248.5,,,,
T,30.009245031,80.390159048,44R,441187.1,3319966.3,2713.9,,,,
T,30.009349194,80.376923614,44R,439910.8,3319984.7,2037.2,,,,
T,30.008738143,80.348465545,44R,437165.8,3319932.3,2240.1,,,,
T,30.006123691,80.325054795,44R,434906.3,3319655.6,1535.6,,,,
T,30.006246275,80.31503193,44R,433939.8,3319675.0,1415.5,,,,
T,30.003557804,80.301564845,44R,432639.1,3319384.9,1807.5,,,,
T,30.004094046,80.287645521,44R,431297.0,3319452.6,2588.5,,,,
T,30.004734416,80.270316396,44R,429626.1,3319534.1,2735.7,,,,
T,30.002344766,80.253183027,44R,427971.9,3319279.9,2138.2,,,,
T,30.002451532,80.22350858,44R,425109.9,3319310.8,2218.0,,,,
T,30.002472756,80.207060433,44R,423523.5,3319324.0,2667.5,,,,
T,29.99957155,80.180742734,44R,420982.8,3319020.3,2246.3,,,,
T,29.999586544,80.164271859,44R,419394.2,3319033.5,1888.6,,,,
T,29.996552967,80.147947075,44R,417817.1,3318708.9,1295.3,,,,
T,29.996711373,80.131277229,44R,416209.3,3318738.5,1823.1,,,,
T,29.993964975,80.114585478,44R,414596.9,3318446.5,2204.0,,,,
T,29.991246801,80.094558994,44R,412662.8,3318160.4,1587.8,,,,
T,29.9913984,80.07788778,44R,411054.8,3318190.0,1142.9,,,,
T,29.988615234,80.064528991,44R,409763.7,3317892.0,1867.0,,,,
T,29.985947322,80.037832295,44R,407185.9,3317617.7,2377.5,,,,
T,29.983130652,80.027807409,44R,406216.2,3317313.7,2101.4,,,,
T,29.983273996,80.011134448,44R,404607.8,3317343.4,1616.7,,,,
T,29.980511263,79.994440129,44R,402994.6,3317051.2,1629.9,,,,
T,29.974982991,79.970975162,44R,400725.4,3316458.7,1664.9,,,,
T,29.972392339,79.944196015,44R,398139.1,3316195.1,1917.3,,,,
T,29.969677052,79.927458652,44R,396521.4,3315909.2,1868.4,,,,
T,29.966941304,79.910738897,44R,394905.3,3315621.2,1314.7,,,,
T,29.964170406,79.897360688,44R,393611.5,3315326.5,1162.1,,,,
T,29.961398155,79.883983184,44R,392317.7,3315031.8,1526.7,,,,
T,29.961562982,79.867286195,44R,390706.7,3315065.8,1633.9,,,,
T,29.958853012,79.847233748,44R,388768.7,3314784.8,1839.0,,,,
T,29.956106168,79.830522925,44R,387153.1,3314496.7,2009.4,,,,
T,29.953357583,79.813813707,44R,385537.5,3314208.7,1721.5,,,,
T,29.950728357,79.797032319,44R,383915.0,3313934.1,1812.1,,,,
T,29.948271179,79.776839751,44R,381963.4,3313682.4,1493.8,,,,
T,29.945490197,79.760160444,44R,380350.3,3313391.5,1362.0,,,,
T,29.942679024,79.746815645,44R,379059.0,3313094.0,1482.7,,,,
T,29.942816482,79.730145619,44R,377450.3,3313126.9,1312.4,,,,
T,29.937106842,79.713458172,44R,375832.6,3312512.1,1427.7,,,,
T,29.934317376,79.696779904,44R,374219.3,3312221.1,1839.3,,,,
T,29.931551479,79.676768214,44R,372284.1,3311936.7,1580.7,,,,
T,29.925875895,79.650092315,44R,369701.8,3311337.7,1327.7,,,,
T,29.922993663,79.630118154,44R,367769.8,3311041.1,1180.1,,,,
T,29.923050587,79.620122451,44R,366804.9,3311059.0,1173.5,,,,
T,29.92313211,79.60679225,44R,365518.2,3311083.5,1255.5,,,,
T,29.923232231,79.590129494,44R,363909.8,3311114.3,1356.7,,,,
T,29.923330462,79.573466919,44R,362301.3,3311145.0,1694.2,,,,
T,29.923464273,79.550139395,44R,360049.6,3311188.0,1876.3,,,,
T,29.923593812,79.52681174,44R,357797.8,3311231.1,1816.4,,,,
T,29.923719294,79.503484535,44R,355546.0,3311274.1,2209.6,,,,
T,29.923775937,79.486826789,44R,353938.0,3311301.4,1816.2,,,,
T,29.920887657,79.470154245,44R,352324.1,3311002.7,1634.0,,,,
T,29.917994847,79.456810671,44R,351031.6,3310699.3,1596.6,,,,
T,29.915252951,79.44012197,44R,349416.3,3310417.2,1616.6,,,,
T,29.912493644,79.423439043,44R,347801.4,3310133.4,1182.8,,,,
T,29.909676982,79.41009249,44R,346508.5,3309839.0,1013.7,,,,
T,29.90688179,79.393415291,44R,344893.9,3309551.6,1156.6,,,,
T,29.904062514,79.380071468,44R,343601.0,3309257.2,1581.0,,,,
T,29.90126377,79.363397585,44R,341986.6,3308969.9,1237.1,,,,
T,29.901416704,79.34008089,44R,339735.3,3309019.1,1055.1,,,,
T,29.895766477,79.313404425,44R,337150.1,3308430.4,1044.7,,,,
T,29.892980748,79.293408519,44R,335214.5,3308150.2,1433.5,,,,
T,29.893085428,79.276761218,44R,333607.0,3308185.8,1785.0,,,,
T,29.893171796,79.253447879,44R,331355.7,3308229.3,1435.3,,,,
T,29.893213775,79.236792454,44R,329747.3,3308258.5,1035.0,,,,
T,29.893253861,79.220136563,44R,328138.9,3308287.8,1029.4,,,,
T,29.893320441,79.190154721,44R,325243.5,3308340.4,1597.4,,,,
T,29.887530339,79.16679494,44R,322977.3,3307734.4,1159.1,,,,
T,29.884659877,79.140121071,44R,320395.9,3307457.6,1568.8,,,,
T,29.881793742,79.110114619,44R,317492.5,3307187.2,1789.2,,,,
T,29.881799615,79.096781546,44R,316204.7,3307209.1,1832.9,,,,
T,29.878861992,79.07007935,44R,313620.1,3306926.5,1904.2,,,,
T,29.87591832,79.043371119,44R,311034.7,3306643.8,1753.3,,,,
T,29.87297792,79.02333168,44R,309093.4,3306351.0,1302.9,,,,
T,29.870023189,78.996613265,44R,306506.7,3306068.2,1550.1,,,,
T,29.86999439,78.979922496,44R,304894.2,3306093.2,1370.6,,,,
T,29.867055735,78.966550378,44R,303596.7,3305790.3,1819.2,,,,
T,29.867023186,78.949855552,44R,301983.8,3305815.3,1806.4,,,,
T,29.866949929,78.923128635,44R,299401.6,3305853.5,1835.5,,,,
T,29.866776435,78.90300309,44R,297456.9,3305869.5,1457.0,,,,
T,29.866570064,78.879510567,44R,295186.9,3305888.3,1625.9,,,,
T,29.866450109,78.866080181,44R,293889.2,3305899.0,1276.3,,,,
T,29.866328853,78.852645211,44R,292590.9,3305909.7,1151.4,,,,
T,29.866019288,78.819038425,44R,289343.5,3305936.5,978.9,,,,
T,29.865893211,78.805587829,44R,288043.7,3305947.2,1306.9,,,,
T,29.865767755,78.778781281,44R,285453.6,3305983.1,1299.9,,,,
T,29.865742587,78.758732891,44R,283516.6,3306017.8,1296.6,,,,
T,29.865417978,78.748438901,44R,282521.3,3306001.3,1235.0,,,,
T,29.868385291,78.725129684,44R,280275.8,3306374.5,1178.7,,,,
T,29.871400084,78.698536771,44R,277713.2,3306759.9,999.6,,,,
T,29.871490134,78.675269883,44R,275465.6,3306815.1,1449.9,,,,
T,29.874497557,78.652031928,44R,273227.3,3307194.1,1300.9,,,,
T,29.874566948,78.632101243,44R,271301.9,3307241.3,926.9,,,,
T,29.874633825,78.612175767,44R,269377.1,3307288.5,959.1,,,,
T,29.877607568,78.595597364,44R,267782.3,3307651.5,937.2,,,,
T,29.877664502,78.575677488,44R,265858.0,3307698.3,1447.4,,,,
T,29.877451676,78.558788448,44R,264225.9,3307709.2,1539.2,,,,
T,29.880130608,78.538551323,44R,262277.1,3308047.9,1206.4,,,,
T,29.879869657,78.51826251,44R,260316.4,3308061.1,1125.9,,,,
T,29.879649842,78.501346401,44R,258681.6,3308072.1,1268.1,,,,
T,29.879383183,78.481035661,44R,256718.7,3308085.4,1059.1,,,,
T,29.876218018,78.464058486,44R,255070.8,3307770.6,1273.9,,,,
T,29.873094862,78.450460764,44R,253749.3,3307453.4,1510.2,,,,
T,29.872910491,78.436901462,44R,252438.8,3307462.1,1408.0,,,,
T,29.869792442,78.423304256,44R,251117.3,3307145.8,961.2,,,,
T,29.863774484,78.406389318,44R,249467.9,3306515.4,954.2,,,,
T,29.860743065,78.389576314,44R,247835.6,3306216.1,721.9,,,,
T,29.857674324,78.369384383,44R,245876.6,3305920.3,599.1,,,,
T,29.851709934,78.352545316,44R,244234.1,3305296.4,555.3,,,,
T,29.845741698,78.335703668,44R,242591.1,3304672.3,596.1,,,,
T,29.842716076,78.322233355,44R,241281.4,3304367.1,418.4,,,,
T,29.833876757,78.312112041,44R,240280.3,3303409.9,348.4,,,,
T,29.82219869,78.312080731,44R,240247.0,3302115.3,334.0,,,,
T,29.810518371,78.312049351,44R,240213.8,3300820.4,324.8,,,,
T,29.79886421,78.315383634,44R,240506.0,3299520.8,310.7,,,,
T,29.784343108,78.325440256,44R,241441.1,3297888.3,302.2,,,,
T,29.77279735,78.34223209,44R,243035.5,3296570.7,315.2,,,,
T,29.761249573,78.359019968,44R,244629.9,3295253.1,330.0,,,,
T,29.7496997,78.375803587,44R,246224.2,3293935.6,334.8,,,,
T,29.741043207,78.389229317,44R,247501.3,3292946.5,335.0,,,,
T,29.72943343,78.39928063,44R,248444.8,3291637.4,328.2,,,,
T,29.723678434,78.412690418,44R,249728.0,3290970.3,339.0,,,,
T,29.717922382,78.426098266,44R,251011.2,3290303.2,338.0,,,,
T,29.712229915,78.449571147,44R,253268.7,3289621.7,343.0,,,,
T,29.709393294,78.462983311,44R,254559.7,3289278.7,332.8,,,,
T,29.706639134,78.489812952,44R,257149.5,3288916.6,330.9,,,,
T,29.703804367,78.503225945,44R,258440.8,3288574.3,329.3,,,,
T,29.70396384,78.53005468,44R,261037.7,3288536.1,326.4,,,,
T,29.704079787,78.550172384,44R,262984.9,3288507.6,613.8,,,,
T,29.704155521,78.563582604,44R,264282.9,3288488.5,375.3,,,,
T,29.704230186,78.576991071,44R,265580.7,3288469.5,401.2,,,,
T,29.704325728,78.59375478,44R,267203.3,3288446.2,457.3,,,,
T,29.704419283,78.610515794,44R,268825.5,3288422.9,692.1,,,,
T,29.704510903,78.627274527,44R,270447.6,3288399.6,628.0,,,,
T,29.70465326,78.654083722,44R,273042.3,3288362.5,601.9,,,,
T,29.704773239,78.67753662,44R,275312.2,3288329.9,600.8,,,,
T,29.707796659,78.69764939,44R,277265.2,3288626.1,1122.5,,,,
T,29.707861535,78.711047666,44R,278561.9,3288607.5,840.8,,,,
T,29.710890545,78.727826692,44R,280192.2,3288911.3,600.8,,,,
T,29.713884828,78.744578828,44R,281819.7,3289211.4,597.8,,,,
T,29.717123343,78.778186962,44R,285078.5,3289507.4,671.6,,,,
T,29.717144597,78.794886636,44R,286694.4,3289478.8,701.5,,,,
T,29.717324059,78.821700654,44R,289289.2,3289449.4,1007.7,,,,
T,29.720359725,78.838471956,44R,290918.2,3289755.4,816.9,,,,
T,29.720430985,78.848525983,44R,291891.1,3289745.2,881.4,,,,
T,29.723507602,78.87199075,44R,294167.6,3290044.1,1185.5,,,,
T,29.723598579,78.885388719,44R,295464.0,3290030.4,929.8,,,,
T,29.723688035,78.898783946,44R,296760.2,3290016.7,1104.2,,,,
T,29.723788127,78.912182536,44R,298056.7,3290004.3,1129.8,,,,
T,29.723938373,78.928940395,44R,299678.2,3289991.7,1412.5,,,,
T,29.726906556,78.945658056,44R,301301.4,3290291.9,1539.7,,,,
T,29.729890539,78.959047105,44R,302602.6,3290599.6,1314.4,,,,
T,29.732872682,78.972433941,44R,303903.4,3290907.4,1491.5,,,,
T,29.735916562,78.99918679,44R,306497.2,3291199.6,1279.5,,,,
T,29.738908082,79.015907614,44R,308120.3,3291503.3,1624.8,,,,
T,29.741897007,79.032624962,44R,309743.0,3291806.9,1419.7,,,,
T,29.741955207,79.045984498,44R,311035.3,3291791.4,1481.1,,,,
T,29.742054027,79.069357712,44R,313296.3,3291764.3,1195.1,,,,
T,29.745021293,79.082725383,44R,314594.7,3292071.6,1422.2,,,,
T,29.745074266,79.09607576,44R,315886.1,3292056.1,1605.8,,,,
T,29.745076124,79.116072768,44R,317820.2,3292024.6,1532.5,,,,
T,29.745056392,79.129397183,44R,319108.9,3292001.5,1343.4,,,,
T,29.745021838,79.142717646,44R,320397.2,3291976.8,1683.1,,,,
T,29.744919078,79.159352209,44R,322005.9,3291939.7,1611.6,,,,
T,29.747696416,79.182663225,44R,324265.3,3292211.8,1728.8,,,,
T,29.747566709,79.202631478,44R,326196.3,3292167.2,1612.6,,,,
T,29.747456495,79.219274318,44R,327805.8,3292130.0,1109.5,,,,
T,29.747343913,79.235919603,44R,329415.4,3292092.8,1058.1,,,,
T,29.747252462,79.249237506,44R,330703.3,3292063.1,834.1,,,,
T,29.747089199,79.272547486,44R,332957.4,3292011.0,949.3,,,,
T,29.746997992,79.285870129,44R,334245.7,3291981.7,1202.1,,,,
T,29.746818259,79.31252027,44R,336822.9,3291923.8,1412.4,,,,
T,29.746757715,79.32918261,44R,338434.2,3291893.6,1258.7,,,,
T,29.746715273,79.345846504,44R,340045.8,3291865.7,997.3,,,,
T,29.746670974,79.362509398,44R,341657.2,3291837.8,1228.7,,,,
T,29.746634124,79.375839005,44R,342946.3,3291815.6,1114.6,,,,
T,29.746566089,79.399164491,44R,345202.0,3291776.5,1197.2,,,,
T,29.746483751,79.425820066,44R,347779.8,3291731.9,1473.2,,,,
T,29.746395768,79.452473181,44R,350357.3,3291687.3,1301.5,,,,
T,29.74631408,79.469133296,44R,351968.4,3291656.8,1347.5,,,,
T,29.746246151,79.482461019,44R,353257.2,3291632.3,1237.7,,,,
T,29.749089988,79.495805546,44R,354551.8,3291930.5,1384.8,,,,
T,29.754802893,79.519161786,44R,356818.6,3292534.4,1427.6,,,,
T,29.760527319,79.539186726,44R,358763.1,3293144.2,1881.7,,,,
T,29.763286874,79.569188203,44R,361667.8,3293413.6,1882.2,,,,
T,29.768949333,79.599207098,44R,364578.0,3294005.5,1585.2,,,,
T,29.771637246,79.635875781,44R,368126.8,3294260.9,1632.0,,,,
T,29.774402926,79.652565891,44R,369744.0,3294548.5,1672.8,,,,
T,29.777137192,79.672592705,44R,371683.7,3294829.0,1812.2,,,,
T,29.776928354,79.695938321,44R,373940.4,3294780.1,1908.9,,,,
T,29.776654064,79.72595849,44R,376842.2,3294717.3,1760.6,,,,
T,29.776447718,79.749306222,44R,379099.1,3294669.7,1671.8,,,,
T,29.779158234,79.772671074,44R,381361.1,3294945.9,1518.9,,,,
T,29.779011612,79.789348205,44R,382973.2,3294912.6,1416.0,,,,
T,29.778861025,79.806026887,44R,384585.3,3294879.1,1113.2,,,,
T,29.778728074,79.819376133,44R,385875.7,3294851.1,1024.4,,,,
T,29.781439979,79.839421001,44R,387816.5,3295131.9,1016.9,,,,
T,29.781235113,79.859449173,44R,389752.3,3295089.9,1305.7,,,,
T,29.781013372,79.882805441,44R,392009.9,3295043.2,1431.0,,,,
T,29.783783023,79.906132647,44R,394267.8,3295328.5,1431.4,,,,
T,29.783610313,79.936084192,44R,397162.9,3295282.3,1316.1,,,,
T,29.786390065,79.956077751,44R,399098.3,3295572.7,1227.4,,,,
T,29.789166427,79.976069782,44R,401033.5,3295863.0,1219.1,,,,
T,29.788969262,79.992771039,44R,402647.7,3295827.0,1298.3,,,,
T,29.791587783,80.012875928,44R,404593.5,3296100.3,1341.9,,,,
T,29.791304991,80.032955558,44R,406534.0,3296052.5,1606.4,,,,
T,29.790877442,80.063083738,44R,409445.7,3295981.1,1364.4,,,,
T,29.790670459,80.086413048,44R,411700.4,3295940.1,1310.2,,,,
T,29.793341249,80.113095111,44R,414281.7,3296215.9,1222.5,,,,
T,29.793218428,80.126424893,44R,415569.9,3296192.5,1050.2,,,,
T,29.796006386,80.139776531,44R,416862.7,3296491.7,976.0,,,,
T,29.79876106,80.156460233,44R,418477.4,3296785.0,1094.9,,,,
T,29.798609617,80.169812314,44R,419767.7,3296758.9,1296.3,,,,
T,29.798456868,80.183164811,44R,421058.1,3296732.7,1734.0,,,,
T,29.798529095,80.209490247,44R,423602.4,3296723.0,2107.1,,,,
T,29.801209058,80.236116026,44R,426177.6,3297002.6,1628.0,,,,
T,29.800729443,80.256392745,44R,428136.9,3296936.7,1654.5,,,,
T,29.800488184,80.266535862,44R,429117.0,3296903.6,1357.5,,,,
T,29.800221744,80.280005798,44R,430418.6,3296865.9,1325.6,,,,
T,29.800058029,80.293361917,44R,431709.3,3296839.8,1118.7,,,,
T,29.799893075,80.306718449,44R,433000.0,3296813.7,940.5,,,,
