type,latitude_df1,longitude_df1,utm_zone,utm_easting,utm_northing,altitude
T,29.51884231,79.07114007,44R,313056.7,3267021.9,717.2
T,29.5188776,79.05447188,44R,311441,3267052.8,770.2
T,29.51906359,79.5875126,44R,363109.6,3266327.1,1539.8
T,29.51990382,80.07740478,44R,410590.6,3265943.4,570
T,29.5207353,79.37790796,44R,342795.8,3266777.5,1815.6
T,29.52172875,79.10450235,44R,316296,3267288.6,486.7
T,29.52180639,79.60418155,44R,364728.9,3266611.6,1304.6
T,29.52189245,78.37226022,44R,245308.3,3268688.3,257.5
T,29.52307422,80.26787319,44R,429051.9,3266163.4,1468.3
T,29.52414035,80.18111822,44R,420645.3,3266337.6,1693.7
T,29.52454769,79.620853,44R,366348.3,3266896.1,1457.5
T,29.5247902,79.02783405,44R,308869.9,3267751.6,842.5
T,29.5249852,79.12794772,44R,318574.5,3267612.7,909.6
T,29.52526132,79.144684,44R,320197.2,3267617.3,608.7
T,29.52585656,78.52308527,44R,259941.1,3268806.5,262
T,29.52715515,79.66414361,44R,370547.3,3267136,1307.1
T,29.52720065,80.17111904,44R,419678.7,3266683.6,1544.1
T,29.52730226,79.64084906,44R,368289.9,3267178.5,1524.8
T,29.52855544,79.16477906,44R,322150.8,3267951.5,908.4
T,29.52871801,79.17480884,44R,323123.2,3267954.2,765
T,29.52914755,79.20153773,44R,325714.7,3267961.4,723.3
T,29.52936012,79.21489277,44R,327009.5,3267965,643.4
T,29.52972856,79.23824961,44R,329273.9,3267971.3,740.5
T,29.5298142,79.70077389,44R,374100.6,3267390.4,1297.8
T,29.52992455,79.68413443,44R,372488.1,3267420.8,1422.6
T,29.53256371,78.66375291,44R,273593.4,3269267.5,264.3
T,29.53256371,78.66375291,44R,273593.4,3269267.5,264.3
T,29.53260251,79.71743882,44R,375719,3267681.5,1567.5
T,29.53285329,79.25160296,44R,330573.4,3268298,1200.6
T,29.53305374,79.26493439,44R,331865.8,3268300.9,1037
T,29.53346075,80.14109436,44R,416774.2,3267398.4,1080.6
T,29.53355598,80.13441091,44R,416126.6,3267413.7,1198.2
T,29.53439653,80.0742747,44R,410300.1,3267551.8,892.1
T,29.53538924,79.73410351,44R,377337.3,3267972.6,1880.8
T,29.53541479,79.37134171,44R,342182.2,3268413.3,1411.7
T,29.53611136,79.27826935,44R,333163.2,3268620.5,1378
T,29.53650482,78.37226784,44R,245345.7,3270308.2,254.3
T,29.53675813,80.11438658,44R,414189,3267783.2,691.3
T,29.53817376,79.75076907,44R,378955.6,3268263.7,1835.5
T,29.54068803,79.80404549,44R,384121.1,3268488,1383
T,29.54170087,79.3015573,44R,335429.2,3269206.8,1309.4
T,29.5428292,80.09772959,44R,412580.1,3268468.3,728.9
T,29.5434513,78.53316395,44R,260959.7,3270736.1,266.4
T,29.54385706,79.76746101,44R,380579.8,3268876.2,1632.6
T,29.54421741,78.66042619,44R,273296.9,3270565.8,279.2
T,29.54421741,78.66042619,44R,273296.9,3270565.8,279.2
T,29.54588644,80.0877314,44R,411614,3268814.6,795.8
T,29.54698434,79.36475307,44R,341561.7,3269704.4,1074.9
T,29.54733629,79.31820392,44R,337051.5,3269807.8,886.2
T,29.54836534,79.02800736,44R,308931.1,3270364.2,576.9
T,29.54903417,80.07105304,44R,410000.9,3269176.2,1019.4
T,29.54903417,80.07105304,44R,410000.9,3269176.2,1019.4
T,29.54926141,80.05435273,44R,408383,3269214.5,896.1
T,29.54951392,79.78748287,44R,382526.4,3269482.6,1640.6
T,29.55009168,79.33484106,44R,338668,3270090,737.7
T,29.55161923,79.87410779,44R,390921.8,3269631.4,1534.2
T,29.55186045,79.85409903,44R,388983.5,3269677.1,1681.8
T,29.55205919,79.83742728,44R,387368.4,3269715.2,1821.4
T,29.55223387,79.81744839,44R,385432.9,3269754.1,1905.9
T,29.55227621,79.80747643,44R,384466.8,3269768.7,1723.9
T,29.5524043,80.03767812,44R,406770.3,3269576,940.7
T,29.55284542,79.35148149,44R,340284.9,3270372.2,877.6
T,29.55433866,79.89080244,44R,392542.2,3269917.2,1406.1
T,29.55517158,78.53987784,44R,261638,3272021.6,278.3
T,29.55545569,80.02768345,44R,405804.8,3269922.2,702.8
T,29.55557137,79.37145118,44R,342224.1,3270646.9,775.9
T,29.55562301,79.36479915,44R,341579.6,3270661.7,767.7
T,29.55567695,80.01098852,44R,404187.6,3269960.3,817.5
T,29.55586945,79.99762334,44R,402893,3269992.8,636.2
T,29.5561272,79.98090991,44R,401274,3270035.4,937.2
T,29.55634301,79.96422166,44R,399657.4,3270073.6,1213.9
T,29.55655543,79.94753617,44R,398041.1,3270111.7,1581.6
T,29.55680717,79.92751631,44R,396101.8,3270157.4,1405.5
T,29.55701496,79.9108353,44R,394485.9,3270195.4,1271.9
T,29.55809333,79.80420458,44R,384156.4,3270416.5,1892.2
T,29.55824756,80.26476807,44R,428775.6,3270062.7,1556.4
T,29.55832121,79.38809862,44R,343841.4,3270929.2,858.1
T,29.56017981,79.02477031,44R,308639.6,3271679,634.6
T,29.56106963,79.40474921,44R,345458.9,3271211.5,1317.3
T,29.56170514,78.65710867,44R,273014.5,3272510.8,311.5
T,29.56279347,78.37227271,44R,245412.1,3273222.6,262.6
T,29.56384275,79.41807571,44R,346754.2,3271501.2,1662.9
T,29.56663155,80.06451415,44R,409383,3271131.2,1287.9
T,29.5666674,79.43805553,44R,348694.2,3271788,1229
T,29.56721864,79.35488162,44R,340636.9,3271960.4,1140.3
T,29.56862851,80.65078512,44R,466174.2,3271038.3,2080.1
T,29.56887269,80.6341163,44R,464559.7,3271070.4,1988.2
T,29.56910392,80.61746642,44R,462947,3271101.2,1892.5
T,29.56924976,80.60418405,44R,461660.5,3271121.6,1867.4
T,29.56943054,80.58757955,44R,460052.2,3271147.3,1826.2
T,29.56951033,79.45470802,44R,350311.7,3272081.4,1276.8
T,29.57233596,79.47136199,44R,351929.3,3272373.2,1245.7
T,29.57259662,79.80433697,44R,384185.8,3272023.6,1544.3
T,29.57270517,78.54324757,44R,262005.7,3273958.3,277.1
T,29.57424231,80.66093327,44R,467159,3271657.4,1996.5
T,29.57493336,79.0248905,44R,308679.1,3273314,688.9
T,29.57514455,79.49134367,44R,353869.1,3272659.1,1587.8
T,29.57531513,80.57117563,44R,458465.7,3271805.1,1466.1
T,29.57625497,78.65043719,44R,272400.6,3274136.7,434
T,29.57796002,79.50467365,44R,355164.4,3272954.4,1140.9
T,29.578814,79.34496149,44R,339694.1,3273259.1,1195.6
T,29.58116398,80.55808788,44R,457200.5,3272457.9,1331.9
T,29.58130694,80.05795123,44R,408760.5,3272762.5,1521
T,29.58162457,80.26494907,44R,428809.5,3272652.9,1615.3
T,29.58324442,78.37228449,44R,245464.6,3275489.8,272.1
T,29.58362951,79.52135512,44R,356788.3,3273562,1803.4
T,29.58439945,78.54661144,44R,262359.1,3275247.8,282
T,29.58569722,80.66459179,44R,467517,3272925.6,1863.4
T,29.58636035,79.54135059,44R,358729,3273840.1,1919
T,29.58788642,78.6437598,44R,271779.8,3275439.1,494.3
T,29.59028044,80.54134443,44R,455582.9,3273474.3,1165.9
T,29.59262797,79.02503468,44R,308726.5,3275275,604.8
T,29.5932403,79.34170693,44R,339401.7,3274862.4,1324.9
T,29.59378171,80.5177404,44R,453298.6,3273871.5,1116.5
T,29.59475154,79.57803989,44R,362294.2,3274725.9,1487.9
T,29.59487293,79.56471805,44R,361004.1,3274755.3,1574.8
T,29.59580071,79.80454904,44R,384232.8,3274594.7,1563.1
T,29.59711273,80.66502233,44R,467562.4,3274190.4,1676
T,29.59898953,78.54662776,44R,262394.9,3276865.1,291.4
T,29.59952255,78.63708495,44R,271159.4,3276742.2,472.4
T,29.60035149,79.60139602,44R,364563.7,3275319,1291.3
T,29.60077048,78.37229459,44R,245509.6,3277432.7,274.5
T,29.60310294,79.61807328,44R,366182.5,3275604.6,1201.3
T,29.60473239,80.05145573,44R,408152.6,3275363.4,1650.6
T,29.60557117,80.49800795,44R,451393.4,3275185.9,985.8
T,29.60585594,79.63475224,44R,367801.3,3275890.5,1240.7
T,29.60764371,79.34177892,44R,339431.5,3276458.6,1713.3
T,29.60778336,78.55334014,44R,263065.8,3277826.2,301
T,29.6079552,80.26181603,44R,428524.7,3275572.4,2098.2
T,29.60853186,80.66545298,44R,467607.7,3275455.5,1293.8
T,29.60855076,79.65809612,44R,370065.4,3276162.7,1358.9
T,29.61118172,78.6337631,44R,270864,3278041.1,726.5
T,29.61130416,79.6747788,44R,371684.4,3276449.3,1647.2
T,29.61242744,78.36894502,44R,245214.4,3278732.4,274.2
T,29.6132587,79.02520284,44R,308781.7,3277561.3,653
T,29.6132587,79.02520284,44R,308781.7,3277561.3,653
T,29.61389739,79.7081285,44R,374917,3276700.2,1583.6
T,29.61408721,79.68813059,44R,372980.8,3276743,1705.2
T,29.61418072,80.48181076,44R,449829.3,3276146.8,758.3
T,29.61633522,79.33516566,44R,338804.8,3277431,1990.6
T,29.61661608,78.56675516,44R,264385.9,3278778,463.2
T,29.61950653,79.7348234,44R,377508.7,3277293.3,1359.6
T,29.61991143,80.46882519,44R,448574.9,3276787.5,607.1
T,29.61995493,80.66588393,44R,467653.1,3276721.1,1464.6
T,29.62190273,79.80478755,44R,384285.7,3277486.9,1612.3
T,29.62231385,79.74817011,44R,378804.4,3277590.3,1601.8
T,29.62511941,79.76151734,44R,380100,3277887.4,1541.8
T,29.62528834,80.04489942,44R,407536.5,3277646.4,2037.6
T,29.6278756,79.78152663,44R,382040.5,3278172.3,1522.8
T,29.6283637,78.58017501,44R,265712.9,3280053,426.4
T,29.6286787,78.63045509,44R,270583.2,3279987.2,682.2
T,29.62992373,78.36559817,44R,244934.3,3280679.4,274.1
T,29.63065317,79.79820583,44R,383658.5,3278463.2,1652.7
T,29.63076566,79.33190745,44R,338512.4,3279034.8,1816.3
T,29.63189232,80.442284,44R,446011.7,3278127.1,1379
T,29.63330519,79.84813103,44R,388494.9,3278708,1898.5
T,29.63338321,79.83150266,44R,386885.2,3278732.7,1980.3
T,29.63345865,79.81487253,44R,385275.3,3278757.5,1664.6
T,29.63383688,79.02202295,44R,308512.7,3279847.4,739.8
T,29.63448792,80.66609926,44R,467678.6,3278331.3,1820.7
T,29.6350844,80.42227481,44R,444076.5,3278490.3,623.8
T,29.63600983,79.88806026,44R,392363.3,3278969.9,1730.5
T,29.63607598,79.87476095,44R,391075.9,3278989.7,1712
T,29.6371943,80.25870491,44R,428244.1,3278814.2,1456.8
T,29.63863197,79.92470301,44R,395913.3,3279227,1389.7
T,29.63882384,79.90471191,44R,393978.2,3279266.4,1604.1
T,29.64012791,78.59361206,44R,267041.4,3281330,751.3
T,29.64033489,78.62713229,44R,270287.9,3281285.9,531.9
T,29.64101652,79.96810586,44R,400117.2,3279453,642.2
T,29.64110333,80.40896715,44R,442791.7,3279163.7,1044.4
T,29.64122348,79.95141806,44R,398502,3279490.5,714.4
T,29.64346964,80.00153694,44R,403355.7,3279696.5,1589.7
T,29.64371863,79.98482085,44R,401737.8,3279738.1,1059.1
T,29.64524454,79.32198934,44R,337575.3,3280653.3,1874.2
T,29.64583514,80.03834349,44R,406920.6,3279928.5,1814.9
T,29.64583514,80.03834349,44R,406920.6,3279928.5,1814.9
T,29.64598698,80.02830893,44R,405949.5,3279953.4,1787.5
T,29.64725342,80.38564353,44R,440537.7,3279856.9,1273.3
T,29.64744226,78.36560768,44R,244979.4,3282621.5,268.6
T,29.64844867,80.05843552,44R,408867.8,3280202.1,1494.8
T,29.64870429,80.04170768,44R,407248.9,3280243.7,1774.6
T,29.64894825,78.60368971,44R,268037.5,3282287.5,622.7
T,29.64908915,80.6662268,44R,467695.6,3279949.2,1789
T,29.65069832,80.1019576,44R,413082.3,3280417.9,1188.6
T,29.65111158,80.075186,44R,410491.5,3280484.1,1138
T,29.65320072,80.13537863,44R,416319.2,3280670.6,850.4
T,29.65326691,80.3723363,44R,439253.3,3280530.2,1019.7
T,29.6533866,80.11869388,44R,414704.5,3280703.4,1215.3
T,29.65429874,79.02213687,44R,308562.4,3282115.1,1379.9
T,29.65488811,78.62046424,44R,269675.3,3282912.4,511
T,29.65566518,80.1787447,44R,420518.4,3280913.1,1047.2
T,29.65581997,80.1653967,44R,419226.7,3280939.5,852.4
T,29.65649012,80.34899005,44R,436995.8,3280899.8,1000.5
T,29.65679565,79.31871384,44R,337276.8,3281938.1,1647.8
T,29.65761509,80.03173008,44R,406291.4,3281239.1,1733.2
T,29.65761509,80.03173008,44R,406291.4,3281239.1,1733.2
T,29.6577459,78.61041496,44R,268708.9,3283249.3,550.2
T,29.65834821,80.19878928,44R,422460.5,3281196.8,1011.1
T,29.65953785,80.33899844,44R,436030.7,3281243,1027.7
T,29.66106811,80.21549813,44R,424079.6,3281487.1,1183.3
T,29.66201413,78.36225824,44R,244691.9,3284244.4,278.3
T,29.66250251,79.80515846,44R,384368.1,3281985.6,1858.9
T,29.66262705,80.32566825,44R,434742.6,3281592.7,1093.4
T,29.66378596,80.23220756,44R,425698.7,3281777.5,1056.6
T,29.66650175,80.24891806,44R,427317.8,3282067.8,1679.9
T,29.66660629,80.66637958,44R,467716,3281890.1,1579
T,29.66834721,79.3154374,44R,336978.2,3283222.9,1392.1
T,29.66867513,80.30902342,44R,433135.8,3282272.4,1462.1
T,29.66889264,79.01887773,44R,308274.6,3283738,1553.1
T,29.66921539,80.26562939,44R,428936.9,3282358.1,1817.3
T,29.67155051,80.3123842,44R,433462.9,3282589,1382.3
T,29.67180223,80.29235555,44R,431525,3282628.6,1411.6
T,29.67196849,80.27900369,44R,430233.1,3282655,1592.3
T,29.67225583,80.25563862,44R,427972.3,3282701.2,1699.2
T,29.67237484,78.61715192,44R,269394.5,3284857.5,450.6
T,29.67237484,78.61715192,44R,269394.5,3284857.5,450.6
T,29.67356425,80.38251624,44R,440250.6,3282773.9,632.1
T,29.67378288,80.36582279,44R,438635.4,3282806.9,941.9
T,29.67404253,80.34579124,44R,436697.2,3282846.4,1098
T,29.67425665,80.32909898,44R,435082.1,3282879.4,1113.9
T,29.67471983,80.29237842,44R,431529.2,3282951.9,1389.8
T,29.67517852,80.02850027,44R,405995.1,3283188,1603.2
T,29.67626148,80.3992344,44R,441869.9,3283064.3,915.4
T,29.67788596,80.27237324,44R,429595.6,3283314.7,1692.3
T,29.67818989,78.61381284,44R,269084.6,3285508.7,558.1
T,29.67886676,80.42263106,44R,444135.2,3283341.4,1043
T,29.67895663,80.41595312,44R,443489.1,3283354.6,1169
T,29.67992596,79.80198629,44R,384081,3283919.5,1599.9
T,29.68056172,79.01560204,44R,307979.7,3285036.8,1586.5
T,29.68120059,80.66650675,44R,467732.9,3283507.1,904.7
T,29.68128541,80.45938755,44R,447693,3283592.2,1441.6
T,29.68151334,80.44269028,44R,446077.5,3283625.2,1098.4
T,29.68242115,78.35891125,44R,244419.5,3286514.2,295.3
T,29.68283799,79.30884642,44R,336363.8,3284838.2,1347.8
T,29.68378877,80.50916879,44R,452510.8,3283848.2,1249.2
T,29.68388073,80.48278838,44R,449958.4,3283869.5,1230.4
T,29.6839251,80.2557292,44R,427989.4,3283994.2,1543.3
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68604509,80.53625049,44R,455132.1,3284087.4,958.8
T,29.68635533,80.52274482,44R,453825.5,3284127.1,1202.4
T,29.68701403,78.62723684,44R,270404.1,3286460.2,729.5
T,29.68823356,78.3555563,44R,244109.5,3287166,295
T,29.68828677,80.58303892,44R,459659.8,3284318.5,724.6
T,29.68848158,80.56967758,44R,458367.2,3284344.8,971.8
T,29.68857843,80.56299664,44R,457720.9,3284358,1124.7
T,29.68877124,80.54963575,44R,456428.3,3284384.3,1094.3
T,29.68996138,80.23908511,44R,426383.4,3284673.5,1383
T,29.69090951,80.60310687,44R,461602.4,3284602.3,748.6
T,29.69307838,80.22241882,44R,424773.2,3285029.6,1346.1
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69332933,80.63653962,44R,464837.7,3284859.8,942.9
T,29.69357926,80.61983565,44R,463221.8,3284892.7,1000.9
T,29.69442182,79.30890361,44R,336388.1,3286121.9,1078.1
T,29.69565346,80.02528928,44R,405703.5,3285459.4,1497.6
T,29.69567076,78.61049768,44R,268803.7,3287453.1,618.3
T,29.69604557,80.64992878,44R,466133.9,3285156.8,1200.6
T,29.69604557,80.64992878,44R,466133.9,3285156.8,1200.6
T,29.69604557,80.64992878,44R,466133.9,3285156.8,1200.6
T,29.69627108,80.19907813,44R,422517.5,3285398.8,1417
T,29.69806964,79.01235877,44R,307699.2,3286982.7,1039.3
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.6987094,80.66665943,44R,467753.3,3285447.2,1276.4
T,29.69930491,80.18908804,44R,421553.4,3285741.7,1392.9
T,29.7002474,79.79883898,44R,383799.9,3286174.6,1134.5
T,29.70172889,80.66000266,44R,467110.3,3285783.6,1662.9
T,29.70237613,80.17576035,44R,420266.4,3286091.1,1468.8
T,29.7025298,80.16241136,44R,418975.2,3286117.5,1245.5
T,29.70380437,78.50322595,44R,258440.8,3288574.3,329.3
T,29.70396384,78.53005468,44R,261037.7,3288536.1,326.4
T,29.70407979,78.55017238,44R,262984.9,3288507.6,613.8
T,29.70415552,78.5635826,44R,264282.9,3288488.5,375.3
T,29.70423019,78.57699107,44R,265580.7,3288469.5,401.2
T,29.70432573,78.59375478,44R,267203.3,3288446.2,457.3
T,29.70441928,78.61051579,44R,268825.5,3288422.9,692.1
T,29.7045109,78.62727453,44R,270447.6,3288399.6,628
T,29.70458285,78.64067985,44R,271745,3288381.1,572.8
T,29.70465326,78.65408372,44R,273042.3,3288362.5,601.9
T,29.70477324,78.67753662,44R,275312.2,3288329.9,600.8
T,29.70477324,78.67753662,44R,275312.2,3288329.9,600.8
T,29.70477324,78.67753662,44R,275312.2,3288329.9,600.8
T,29.70477324,78.67753662,44R,275312.2,3288329.9,600.8
T,29.70558337,80.14909659,44R,417689.6,3286465.2,1127.6
T,29.70601289,79.30562785,44R,336090,3287411.2,949.2
T,29.70663913,78.48981295,44R,257149.5,3288916.6,330.9
T,29.70730149,78.60382019,44R,268184.2,3288755.8,650.2
T,29.70779666,78.69764939,44R,277265.2,3288626.1,1122.5
T,29.70786154,78.71104767,44R,278561.9,3288607.5,840.8
T,29.70939329,78.46298331,44R,254559.7,3289278.7,332.8
T,29.71021406,80.25259441,44R,427704.9,3286909.1,1870.6
T,29.71022659,80.6767855,44R,468736.5,3286720.5,1418.9
T,29.71089055,78.72782669,44R,280192.2,3288911.3,600.8
T,29.71155772,78.35221369,44R,243845.1,3289759.2,295.4
T,29.71163134,80.1258183,44R,415442.8,3287152.2,887.3
T,29.71222992,78.44957115,44R,253268.7,3289621.7,343
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
T,29.71329696,80.66678706,44R,467770.3,3287063.5,1776.4
